Amount,Hour,PreviousTransactions,International,NewDevice,HighRiskCountry,Fraud
4578.55,9,23,0,0,0,0
8878.46,6,24,1,0,1,1
14510.51,22,29,1,0,0,0
5801.73,13,38,0,0,0,0
13908.9,7,13,0,1,0,1
1907.5,14,1,0,1,1,1
11498.55,3,8,1,0,1,1
3675.46,7,40,1,0,0,0
2784.12,19,5,1,0,1,1
6697.27,18,39,1,0,0,0
9591.7,6,33,1,0,0,0
3712.93,20,15,1,0,0,0
6996.21,3,30,1,1,0,1
5255.66,21,35,0,0,1,0
9615.01,1,21,1,0,0,1
11453.08,16,20,1,1,0,1
1049.87,11,5,1,0,0,0
10319.01,20,13,1,0,1,1
13734.41,4,22,0,0,1,1
2617.55,12,1,1,1,1,1
7094.19,11,40,0,1,0,0
6711.7,11,10,1,1,1,1
1954.05,20,24,0,1,0,0
14004.31,18,35,1,0,0,0
7305.6,7,34,0,1,0,0
5621.87,6,34,0,1,1,1
13064.39,5,25,1,0,1,1
9881.12,12,25,1,1,1,1
12025.61,6,38,1,1,1,1
2736.01,7,21,0,0,1,0
3182.41,14,25,0,0,0,0
7440.1,5,0,0,1,0,0
8597.6,17,35,1,0,0,1
723.93,23,7,0,0,0,0
10587.28,23,6,1,1,0,1
1371.45,1,25,1,1,1,1
9560.63,9,7,0,0,1,1
11127.13,15,6,1,1,1,1
13478.1,7,25,0,0,1,1
6096.91,20,32,1,1,0,1
18.96,4,35,1,1,1,1
13745.77,12,38,1,0,1,1
3317.07,9,24,0,0,1,0
14694.61,10,35,1,0,1,1
10412.91,3,22,0,0,0,0
12665.46,19,32,1,1,1,1
8955.61,16,13,0,0,1,1
11060.65,3,2,1,0,1,1
9615.99,11,27,0,0,0,0
14659.6,10,29,1,1,1,1
14698.72,4,28,0,1,1,1
13862.5,5,35,0,1,0,1
12195.49,21,20,1,1,1,1
1637.79,18,6,0,1,0,0
2943.55,6,2,0,0,1,0
5199.33,10,25,0,1,1,1
6557.34,20,10,0,0,1,0
7503.88,9,39,0,0,1,0
2638.36,10,20,1,0,1,1
5674.15,15,16,1,1,1,1
11916.72,17,40,1,0,1,1
1200.48,0,40,0,0,0,0
8476.96,4,6,0,0,1,1
7856.07,0,9,0,0,0,0
14081.54,20,28,0,1,0,1
928.95,15,14,1,0,0,0
7794.93,10,35,1,0,0,0
5345.42,4,19,1,1,0,1
1374.75,4,1,0,1,1,1
9854.78,3,33,1,0,1,1
3313.27,22,6,0,0,0,0
3420.57,10,20,1,0,1,1
13140.84,4,28,0,1,1,1
11269.87,2,3,0,1,1,1
4458.67,11,32,1,1,0,0
10252.16,3,22,1,1,0,1
7967.35,16,9,0,0,1,0
4256.48,18,0,1,1,1,1
12382.61,1,1,1,1,1,1
1367.48,13,10,0,1,1,1
5621.72,21,0,1,1,1,1
9584.21,7,30,0,0,0,0
3428.57,11,33,0,1,1,1
9689.88,23,8,1,0,0,1
9526.59,17,15,1,1,1,1
11425.92,12,29,0,0,0,0
10314.95,9,40,0,1,1,1
3264.37,14,13,1,1,0,0
13843.86,18,26,0,1,0,0
1982.64,22,2,1,0,0,0
9696.72,18,11,0,0,1,1
438.94,23,8,0,0,0,0
8003.97,16,27,0,0,1,1
1392.8,2,26,0,1,0,0
5212.56,12,9,0,0,1,0
9361.47,10,32,1,0,0,0
8440.23,22,15,0,0,0,0
3330.99,18,9,1,0,0,0
4112.04,23,28,1,0,0,0
13364.94,12,26,0,1,1,1
14701.0,14,34,1,0,1,1
1495.54,11,5,0,1,0,0
6974.08,15,5,1,0,0,0
3188.04,1,3,0,0,0,0
9851.0,10,15,0,1,1,1
5009.0,19,6,1,1,1,1
6467.62,0,11,0,1,1,1
2935.22,7,13,1,1,1,1
9833.34,23,32,0,0,1,1
5076.85,12,0,1,1,1,1
6188.74,15,24,0,0,1,0
9210.87,9,26,1,0,0,0
804.47,17,9,1,0,0,0
4987.32,21,21,1,1,1,1
2318.72,17,30,1,1,1,1
8874.62,19,17,0,1,0,0
3412.88,11,25,1,1,0,0
11751.7,18,27,0,0,1,1
4119.86,8,9,0,0,1,0
7378.35,21,26,1,1,0,1
9322.04,6,39,0,0,1,1
13948.36,0,4,1,0,0,1
1431.12,17,40,1,1,1,1
485.29,5,7,1,0,0,0
12649.61,11,26,1,1,1,1
3298.5,11,1,0,1,0,0
11464.22,3,31,0,1,1,1
13218.86,20,31,1,1,0,1
823.44,3,4,1,0,1,1
13044.46,7,28,0,1,1,1
1779.13,6,25,0,1,1,1
3169.99,9,35,0,0,0,0
12030.71,11,6,0,0,0,0
3589.27,18,3,0,0,1,0
11133.16,23,0,1,1,1,1
6995.65,23,8,1,0,1,1
7268.13,7,20,1,0,1,1
6617.71,8,13,0,0,0,0
10984.46,23,19,0,1,0,0
14282.16,9,0,1,0,1,1
5351.58,11,20,0,0,0,0
3078.47,18,40,0,1,0,0
8257.92,8,3,0,0,1,1
4673.73,5,20,0,0,1,0
6624.51,13,8,1,0,1,1
14439.48,17,3,1,0,1,1
13298.56,10,12,0,1,1,1
10529.01,10,10,1,0,1,1
12827.79,3,28,1,0,1,1
10060.97,18,23,1,0,0,0
1307.61,23,7,0,1,1,1
3522.5,15,25,0,0,1,0
3347.06,6,26,1,1,1,1
9846.3,9,8,0,1,1,1
676.72,16,9,1,1,0,0
5499.88,1,29,0,1,1,1
1535.42,2,38,0,1,0,0
12258.97,7,27,1,1,0,1
10218.98,19,26,1,0,1,1
3360.58,2,32,1,0,1,1
12801.29,4,12,0,0,0,0
2566.56,23,4,0,1,1,1
13928.2,23,38,1,0,1,1
7934.83,18,26,0,0,0,0
4266.58,21,40,0,1,1,1
10093.32,3,14,1,0,0,1
14097.29,2,38,0,0,1,1
1717.7,6,22,1,0,1,1
11643.87,14,29,1,1,1,1
13751.57,7,6,1,0,0,0
8206.13,0,8,1,1,0,1
12485.59,13,2,1,1,0,1
2895.4,18,13,1,1,1,1
12270.7,23,38,1,0,1,1
295.89,4,2,1,1,0,1
4404.92,5,27,1,0,1,1
1001.55,20,14,0,1,0,0
8033.19,3,14,1,1,0,1
13090.12,21,29,0,0,0,0
1675.06,12,21,0,1,1,1
7062.59,15,36,1,0,0,0
6608.6,12,22,1,1,1,1
3791.98,13,13,0,1,0,0
9024.67,0,15,0,1,0,1
2147.08,3,31,1,0,1,1
9771.54,21,26,1,0,0,0
8421.61,12,31,0,1,1,1
9334.47,21,34,1,0,0,0
5428.15,23,3,0,1,0,0
285.91,11,1,0,1,0,0
4497.82,8,22,1,0,0,0
5014.57,21,14,0,0,0,0
6439.24,19,22,1,0,0,0
9264.37,15,26,0,0,0,0
10658.59,19,9,1,1,1,1
1869.62,5,40,0,1,1,1
11529.48,9,7,0,1,1,1
1235.87,20,11,0,0,0,0
4953.82,10,1,0,0,0,0
8273.6,1,10,1,1,1,1
13273.53,13,38,0,0,1,1
3060.93,21,1,1,0,1,1
14353.03,10,28,1,0,0,0
11507.45,11,33,0,1,1,1
1024.78,18,27,0,0,1,0
5617.77,9,31,0,0,1,0
8394.14,5,10,0,0,1,1
4351.72,16,32,0,1,0,0
953.42,15,19,1,0,1,1
7904.65,17,20,0,0,0,0
12264.61,23,14,0,0,1,1
12504.7,13,14,0,0,1,1
8875.3,3,0,0,1,1,1
503.04,8,11,1,0,1,1
8115.34,15,12,1,1,0,1
13726.49,2,19,0,1,1,1
8295.64,5,8,0,1,1,1
6201.53,14,26,0,0,1,1
13075.3,11,18,0,1,1,1
11802.78,17,9,1,1,1,1
10160.94,22,11,1,1,0,1
7264.76,11,25,1,0,1,1
617.34,13,27,0,1,0,0
7151.68,7,10,1,0,0,0
5855.84,3,40,1,0,0,0
12849.06,22,40,0,1,0,0
9098.13,12,21,0,0,1,1
4313.76,4,2,0,0,1,1
2206.51,6,26,1,1,1,1
7779.73,19,28,1,0,1,1
10953.1,3,19,1,1,0,1
11737.32,7,31,1,0,1,1
2658.73,5,1,1,1,1,1
12609.25,23,18,0,0,0,0
9947.5,12,5,1,1,0,1
5007.52,14,14,1,0,0,0
6291.67,19,15,0,1,1,1
8651.65,4,4,1,0,1,1
12829.49,14,22,0,0,0,0
10488.56,10,33,0,0,0,0
14234.97,4,9,0,1,1,1
7548.77,22,14,0,0,0,0
1070.18,19,23,0,1,0,0
11390.88,17,14,0,0,1,1
3490.57,19,12,0,0,1,0
7335.91,0,39,1,1,0,1
7916.13,4,8,1,1,1,1
6739.8,2,21,1,0,1,1
9061.9,23,24,1,1,1,1
4864.99,8,32,0,1,0,0
10512.99,20,0,1,1,1,1
13180.58,7,24,1,1,1,1
12918.63,3,29,0,0,1,1
9494.98,9,7,1,0,0,0
11227.07,2,28,1,1,1,1
12016.25,13,7,0,1,0,0
9227.75,10,26,1,1,0,1
13353.28,0,38,1,0,0,1
14696.04,21,11,1,1,0,1
10419.89,3,18,1,1,0,1
6746.32,4,36,1,1,1,1
6963.84,16,7,0,0,0,0
1779.59,17,27,0,1,1,1
9680.0,13,13,1,0,1,1
10954.49,18,16,1,0,0,0
3819.68,2,33,1,0,1,1
7981.29,11,1,0,1,0,0
5387.85,16,20,1,1,1,1
12641.71,22,25,1,1,1,1
4136.3,10,15,0,0,1,0
13288.55,20,8,1,1,1,1
7737.41,13,22,0,0,0,0
12223.93,12,15,1,0,0,0
6372.64,12,13,0,0,1,1
3766.83,3,13,1,1,1,1
14035.02,0,7,0,1,0,1
1203.32,3,22,1,1,1,1
3756.19,22,29,0,1,0,0
577.61,17,33,1,1,0,0
5468.87,10,35,0,0,1,0
3654.53,2,36,0,1,1,1
11683.05,12,14,1,0,1,1
8957.88,3,21,0,0,0,0
5629.53,23,17,1,1,0,1
5486.27,22,6,0,1,1,1
982.73,17,26,0,0,1,0
9226.96,1,8,0,0,0,0
2500.88,9,11,0,1,0,0
10847.73,20,1,1,0,1,1
524.45,8,22,0,0,0,0
4894.63,19,34,0,0,0,0
6414.95,10,28,1,0,0,0
9109.57,13,31,0,1,0,1
9087.84,10,10,0,0,0,0
11921.66,14,23,1,1,1,1
894.48,20,38,1,1,1,1
4827.28,5,4,0,1,0,0
5516.89,9,29,1,1,0,1
7210.86,17,2,1,1,1,1
445.72,20,35,1,1,1,1
8982.38,14,28,0,0,0,0
9410.53,16,40,1,1,1,1
13729.26,22,34,0,0,0,0
3855.75,8,9,0,0,0,0
10529.75,10,3,1,0,0,0
14505.07,22,18,1,0,1,1
4648.29,13,30,0,1,1,1
3852.71,15,34,1,0,0,0
13719.49,8,19,0,0,1,1
4892.53,21,13,0,1,0,0
5766.42,21,21,0,0,0,0
371.37,8,27,1,0,1,1
7376.54,5,36,1,1,0,1
3072.46,11,33,1,1,1,1
14217.49,1,3,0,1,0,1
14768.07,6,7,1,1,0,1
5936.99,17,30,1,0,0,0
10356.85,2,25,0,1,1,1
543.35,1,19,0,0,0,0
14618.65,0,15,0,0,1,1
10253.19,8,33,0,0,0,0
4141.66,7,0,1,1,0,1
686.25,23,7,0,0,1,0
10121.87,0,6,1,0,0,1
3230.12,13,29,0,1,1,1
13670.26,13,40,0,1,0,0
10968.8,10,35,1,0,0,1
14391.43,1,24,1,1,0,1
3453.2,17,16,1,0,0,0
1219.18,23,1,0,0,1,0
10857.29,22,15,0,1,1,1
13052.93,0,37,1,0,0,1
13629.72,21,16,0,0,1,1
949.45,6,13,0,1,1,1
1598.06,13,28,0,0,1,0
12555.94,18,3,0,1,0,1
6463.92,5,38,0,0,1,0
12155.8,11,31,0,0,0,0
7133.34,9,40,0,1,1,1
11740.94,14,24,1,0,0,0
13514.78,14,0,0,1,0,1
14065.19,5,13,1,1,1,1
6038.68,23,5,1,1,0,1
4019.48,16,9,1,0,0,0
687.06,15,20,1,0,0,0
11850.56,22,21,0,0,1,1
5861.37,17,20,0,0,0,0
14544.51,6,33,1,0,1,1
1238.21,2,39,0,0,0,0
13445.64,20,22,1,1,1,1
11081.97,8,26,0,0,1,1
10729.69,10,29,0,1,0,0
5876.45,5,6,0,0,1,0
1723.9,16,2,0,1,1,1
14855.98,17,32,1,1,0,1
13987.54,21,35,0,1,1,1
5841.28,11,9,0,1,0,0
14992.64,12,1,1,0,1,1
8899.73,3,25,1,1,1,1
7347.58,6,12,0,0,1,0
7007.1,10,9,0,1,1,1
3336.49,0,1,1,0,1,1
11764.41,19,28,1,1,0,1
3948.26,20,16,1,0,1,1
968.91,21,23,0,1,1,1
1305.6,1,30,0,1,1,1
7909.19,21,12,0,1,1,1
7941.69,16,30,0,0,1,0
14377.59,23,22,1,0,0,0
7180.63,2,7,0,1,1,1
10718.72,8,18,0,0,1,1
5656.97,23,9,1,0,1,1
3417.52,11,27,0,0,1,0
12318.24,19,4,0,0,0,0
14431.17,4,24,1,0,0,1
279.84,0,35,1,1,1,1
1495.88,20,29,0,0,0,0
4665.08,8,2,0,1,0,0
10597.85,21,28,1,1,1,1
10894.06,1,8,0,0,0,0
2435.18,5,11,0,1,0,0
1218.79,8,5,1,0,0,0
2758.47,21,32,0,1,0,0
1028.2,16,6,0,0,0,0
2489.19,0,16,0,0,1,0
6469.22,22,1,1,1,1,1
1501.59,23,2,1,1,0,0
4043.31,19,18,1,0,0,0
715.85,10,13,1,0,0,0
3608.48,6,39,0,0,0,0
6329.34,9,21,1,0,0,0
7289.29,1,35,1,1,1,1
9666.9,19,9,1,1,0,1
8749.51,14,2,1,0,0,0
3067.25,23,1,0,0,0,0
7108.73,1,28,1,0,0,0
11002.24,18,25,1,0,1,1
13132.85,13,25,1,1,0,1
1494.42,9,22,0,1,0,0
5448.38,17,32,0,0,0,0
9922.39,22,9,0,1,0,0
10401.0,19,31,1,1,1,1
10179.93,5,14,1,0,1,1
14925.1,12,28,1,0,1,1
7563.42,18,5,1,0,0,0
1900.57,8,38,1,1,1,1
535.36,9,19,1,1,1,1
6457.23,18,32,1,0,1,1
11850.07,20,16,1,1,0,1
9418.61,17,34,1,0,1,1
5307.33,11,1,1,0,0,0
11784.93,1,0,0,0,0,0
1084.66,11,12,1,0,1,1
10855.97,18,9,0,1,1,1
12484.7,14,8,0,0,1,1
5002.72,2,39,1,0,0,0
12882.18,12,31,1,1,1,1
4895.6,16,4,0,1,1,1
6820.43,1,20,0,0,1,1
14852.95,9,8,1,0,0,1
10649.63,7,27,1,0,0,0
10225.08,15,33,0,1,1,1
11874.45,23,36,0,1,1,1
2568.42,4,24,0,1,1,1
7543.32,11,40,0,0,0,0
12310.38,9,2,0,0,0,0
7948.12,1,15,1,0,1,1
13914.14,8,2,1,1,1,1
2414.67,15,35,1,0,0,0
10083.68,4,40,1,1,1,1
7015.72,13,4,0,1,0,0
14954.66,20,24,1,0,1,1
11453.96,21,26,1,0,1,1
4287.36,16,14,1,0,0,0
3416.67,17,30,1,0,0,0
9521.33,23,6,1,0,0,0
14175.55,12,35,0,1,1,1
172.95,5,32,1,0,0,0
11132.62,5,8,0,0,0,0
680.68,9,16,0,0,0,0
10684.31,21,18,0,1,0,1
7744.27,16,38,0,0,1,1
2936.13,22,36,0,0,1,0
6246.99,2,18,0,0,0,0
1903.69,7,8,0,0,1,0
11818.55,22,25,1,1,1,1
13776.68,10,1,0,1,0,0
866.83,4,36,1,1,0,1
13798.51,7,4,1,0,1,1
13895.72,0,3,0,1,0,1
14715.43,6,40,1,1,0,1
2817.43,0,27,0,0,1,0
13714.48,11,19,0,1,0,0
9833.78,19,26,0,0,1,1
9594.31,20,30,0,1,1,1
11452.32,21,13,1,1,0,1
7941.55,4,27,1,0,0,0
9853.99,16,10,1,1,1,1
8757.01,2,14,0,1,1,1
3529.39,23,15,0,0,0,0
14914.37,2,5,1,1,1,1
8702.22,2,4,1,1,0,1
2153.16,4,6,1,0,1,1
4147.68,12,12,1,1,1,1
8275.82,18,3,0,0,0,0
108.53,2,9,0,1,1,1
4710.18,5,28,1,0,0,0
9763.82,5,20,0,0,0,0
7748.53,10,3,1,1,1,1
12770.26,5,38,0,1,1,1
9831.83,7,1,1,1,0,1
8827.54,8,18,0,1,1,1
8647.65,2,8,0,0,0,0
3989.53,5,6,1,0,1,1
8432.39,7,30,0,0,0,0
7238.4,4,38,1,0,1,1
10677.34,19,9,1,1,0,1
4689.49,6,3,0,1,1,1
2863.13,6,5,0,1,0,0
1364.04,6,17,0,1,1,1
1259.79,3,39,0,0,1,0
3278.71,19,1,1,1,0,0
7541.15,3,0,1,1,1,1
9827.68,14,19,1,1,0,1
676.67,5,23,0,1,1,1
10066.31,11,6,1,1,1,1
9780.4,3,2,1,0,1,1
5550.11,0,15,0,1,0,0
4872.1,23,20,0,0,1,0
12639.22,4,30,0,0,0,0
443.84,18,15,1,1,1,1
9043.83,10,19,1,1,1,1
7464.53,23,16,0,1,1,1
2939.99,22,25,0,0,0,0
490.19,3,26,0,0,1,0
4473.34,21,33,1,0,0,0
11723.99,14,2,1,1,1,1
1680.65,4,7,0,0,1,0
9681.66,4,30,0,1,1,1
6583.52,0,8,1,1,1,1
9564.18,9,26,1,0,0,0
5793.89,20,6,1,1,1,1
5178.65,14,4,1,1,1,1
2758.72,12,3,0,0,1,0
13768.31,8,8,1,0,1,1
6238.8,12,33,0,0,0,0
6320.1,1,38,0,0,1,1
13953.75,16,12,0,1,1,1
2889.72,2,0,1,0,1,1
11855.2,22,27,1,1,1,1
14943.92,7,22,0,1,1,1
6595.28,5,29,1,0,0,0
9456.22,4,12,0,1,0,1
7333.61,9,35,1,1,0,1
14464.63,5,6,0,1,1,1
12571.76,13,30,0,1,0,0
10434.47,8,11,1,0,0,1
6515.92,17,33,1,1,1,1
3988.52,4,28,1,1,0,1
1810.46,19,29,0,1,0,0
5136.65,19,20,1,0,0,0
14818.38,19,17,1,0,0,0
13272.45,14,7,1,0,0,0
13434.44,19,7,0,0,0,0
6545.86,23,14,1,0,1,1
1744.1,6,32,0,1,0,0
5414.27,8,34,1,1,0,1
12875.87,5,31,0,1,1,1
9863.65,12,16,1,1,0,1
2445.82,3,14,0,1,0,0
12162.36,16,14,0,0,0,0
9794.26,17,13,0,0,1,1
2338.46,5,1,0,1,1,1
7464.09,5,20,0,1,0,0
7387.32,0,24,1,0,1,1
9561.84,19,10,0,0,1,1
1472.37,12,40,0,1,0,0
8688.59,6,30,0,0,1,1
14043.11,0,36,0,0,1,1
11612.41,9,7,1,1,0,1
7269.07,21,36,0,0,0,0
2720.59,7,21,0,0,0,0
6304.19,15,25,1,0,1,1
5447.29,6,38,0,1,1,1
340.22,10,2,0,0,1,0
12817.09,14,15,1,0,1,1
874.97,17,35,1,1,0,0
554.22,21,2,0,0,0,0
11144.04,0,10,1,1,0,1
1158.09,0,39,0,1,1,1
2984.79,23,39,0,0,0,0
6558.53,13,38,1,1,1,1
2010.95,19,13,0,1,0,0
12524.6,23,38,1,1,0,1
11678.7,22,36,1,0,0,1
5625.87,21,4,1,0,1,1
4462.14,20,14,1,0,1,1
1556.89,8,16,1,0,0,0
1917.05,18,5,1,0,1,1
5739.27,4,33,1,1,0,1
7511.54,1,3,1,0,0,0
5369.2,8,11,1,0,1,1
6598.68,15,8,1,0,0,0
7246.48,23,29,0,0,0,0
2483.83,0,29,1,0,0,0
2521.01,14,18,1,0,1,1
14675.41,4,4,0,1,0,1
11767.19,19,8,1,0,0,1
9675.35,0,37,1,1,0,1
8697.63,0,31,1,0,1,1
13195.38,13,31,0,1,1,1
6069.93,6,2,0,1,0,0
8499.65,2,24,1,0,0,1
13027.27,21,20,0,0,1,1
14149.72,18,18,1,0,1,1
10995.04,15,17,0,1,0,0
1551.2,19,4,1,0,1,1
23.68,4,11,1,1,0,1
789.75,6,24,1,0,0,0
749.86,7,32,0,0,1,0
2398.16,23,0,1,0,0,0
6938.95,7,7,1,0,1,1
13263.73,10,38,0,0,0,0
5835.72,8,18,0,0,1,0
22.09,18,4,0,1,0,0
13090.88,8,9,0,1,1,1
14371.81,0,25,1,1,1,1
7097.92,18,4,1,0,1,1
1934.33,18,24,1,0,0,0
6995.12,3,33,0,0,1,1
3398.41,7,31,1,0,1,1
13788.57,17,7,1,0,0,0
6881.68,15,32,0,0,0,0
3815.21,10,15,1,0,0,0
10610.51,19,5,0,1,0,1
9282.41,17,24,0,1,1,1
3634.51,3,2,1,0,0,0
5029.9,15,25,0,1,0,0
3150.38,5,10,0,1,0,0
8807.76,16,11,0,0,1,1
6089.44,4,39,1,0,1,1
7669.41,7,12,1,1,0,1
3681.56,1,19,1,1,1,1
7952.45,23,34,0,0,0,0
11026.72,4,40,1,1,1,1
8142.84,19,32,1,1,0,1
13665.26,16,26,0,0,0,0
6029.9,5,14,1,0,0,0
1902.81,11,25,0,0,1,0
4936.62,14,9,1,0,0,0
104.73,12,7,1,1,1,1
10480.22,0,2,0,1,0,1
12430.21,16,39,1,1,0,1
4714.9,0,33,1,1,1,1
5340.97,22,1,1,0,1,1
8442.24,13,39,0,0,1,1
4683.28,9,40,0,1,1,1
7150.22,21,31,0,0,0,0
13009.49,5,6,1,1,0,1
10070.13,4,14,0,0,0,0
11159.36,16,20,1,0,0,0
13755.48,21,26,0,1,1,1
609.02,8,31,0,0,1,0
5071.56,19,5,1,1,0,1
12964.6,12,20,1,0,0,1
12862.03,4,1,0,1,0,1
6078.1,13,22,1,1,1,1
2998.84,3,24,0,1,1,1
825.77,8,24,1,0,0,0
3863.44,6,2,1,1,1,1
8213.71,14,9,0,1,0,1
11487.76,12,7,1,1,0,1
3188.69,12,8,1,0,1,1
7060.71,11,36,1,0,1,1
14473.7,7,19,0,1,1,1
4409.49,0,14,0,0,0,0
1506.25,23,2,1,0,0,0
7111.85,8,12,0,1,0,0
4835.3,19,12,0,1,0,0
10537.14,21,22,1,1,0,1
9826.31,2,29,0,0,1,1
3627.88,19,20,0,0,1,0
2928.15,12,8,1,1,1,1
806.63,1,30,0,0,1,0
11043.0,11,17,1,0,0,0
7689.81,9,34,1,0,0,0
9390.11,2,40,0,0,0,0
11320.75,4,13,1,0,1,1
5991.56,0,2,0,1,0,0
4291.9,8,19,0,1,1,1
8142.8,16,39,0,0,0,0
7558.81,16,39,1,1,1,1
9730.16,5,4,1,0,1,1
4724.08,10,29,0,1,0,0
7284.34,6,23,1,1,1,1
3576.91,16,35,0,1,1,1
11848.12,11,33,1,1,0,1
7036.46,10,30,1,0,0,0
2463.48,12,14,0,1,0,0
578.7,18,34,1,1,1,1
4074.81,4,1,0,1,0,0
6380.18,15,18,1,1,1,1
3070.84,15,29,0,1,0,0
9403.8,2,27,1,0,1,1
3217.22,21,18,1,0,1,1
6345.94,4,36,0,1,0,0
2309.01,1,6,0,1,0,0
7057.48,2,32,1,1,0,1
9177.94,7,7,0,0,0,0
8406.27,9,40,0,1,1,1
153.47,21,7,1,0,0,0
2914.27,16,19,0,0,0,0
8838.74,19,17,1,0,1,1
11127.78,15,28,1,0,1,1
9796.17,1,13,1,1,1,1
1672.0,14,29,1,1,1,1
13468.27,9,5,0,1,0,0
14877.13,1,40,0,0,0,0
14562.91,12,3,0,1,0,1
1811.07,1,37,0,0,0,0
5215.22,20,2,0,0,1,0
4127.75,1,40,1,1,1,1
5813.1,20,33,0,1,1,1
9242.62,10,16,0,0,0,0
13738.12,1,40,1,1,1,1
14036.74,14,36,1,1,0,1
5228.19,10,36,1,0,0,0
12856.04,15,9,0,0,0,0
2357.02,2,32,0,0,0,0
7431.07,16,5,1,1,1,1
2572.82,4,17,1,0,0,0
4086.49,8,29,1,0,0,0
5563.16,5,19,1,0,0,0
6048.34,18,37,1,0,0,0
13321.69,6,4,1,1,1,1
2238.67,3,25,0,1,1,1
6235.49,18,32,1,0,1,1
11265.78,16,26,1,1,1,1
4557.36,9,36,0,0,0,0
9027.31,12,31,0,1,0,0
6331.76,0,9,0,0,1,1
2746.17,20,9,0,0,1,0
13689.11,20,6,0,1,0,0
4772.93,23,40,1,1,1,1
1498.67,1,14,1,0,0,0
4419.33,21,27,0,0,0,0
2368.0,4,23,0,1,0,0
2937.48,14,39,1,1,1,1
3773.62,14,18,0,0,0,0
7833.05,13,11,1,1,0,1
12020.28,17,1,0,0,0,0
9672.63,15,19,0,0,0,0
8318.37,10,8,1,1,1,1
11394.16,0,2,1,0,0,1
8644.78,7,40,1,0,0,0
2635.65,20,8,0,1,0,0
10387.25,8,31,0,0,0,0
4588.1,21,39,1,1,1,1
10394.16,11,16,1,0,1,1
17.83,6,13,0,0,1,0
14616.85,4,25,1,1,0,1
2165.29,2,16,0,1,1,1
10873.99,22,19,0,0,1,1
13841.66,2,23,1,0,1,1
13453.8,17,2,1,1,1,1
10674.82,10,22,1,1,1,1
10173.39,12,38,1,1,1,1
5995.83,2,24,1,0,0,0
6938.8,11,29,0,0,1,0
4137.5,2,29,1,0,1,1
8760.99,23,22,0,0,1,1
2112.01,4,4,0,1,0,0
2342.64,17,2,0,1,0,0
14490.71,16,17,1,0,1,1
7737.86,3,33,1,1,0,1
14481.49,23,33,1,1,0,1
1833.78,2,34,1,0,0,0
9560.11,3,24,0,1,0,1
4005.41,11,30,0,0,1,0
1161.52,15,14,0,1,1,1
12414.83,11,31,0,1,0,1
6069.53,7,12,0,0,0,0
8857.87,21,11,0,1,1,1
747.29,11,16,0,1,1,1
10069.33,2,1,1,0,0,1
5186.22,12,31,1,0,1,1
11842.95,23,13,0,0,0,0
7086.38,7,14,0,1,1,1
8219.85,0,34,1,1,1,1
6554.2,20,36,1,1,0,1
12364.15,12,11,0,1,0,1
7474.22,22,11,0,1,0,0
9550.97,7,18,0,0,0,0
11775.38,18,9,1,0,1,1
2998.72,23,3,1,1,1,1
8928.95,2,9,0,0,0,0
7160.94,2,15,0,1,0,0
9440.37,1,31,0,0,1,1
14900.85,12,37,0,1,1,1
14229.96,2,6,0,1,1,1
492.05,18,1,1,0,1,1
11479.78,21,35,0,1,1,1
12110.38,17,24,0,1,0,0
9930.81,0,23,0,0,0,0
12966.54,23,6,1,1,1,1
10702.11,4,32,1,1,0,1
9278.49,4,10,0,0,1,1
10511.29,6,22,1,0,0,0
12739.08,14,14,0,1,0,0
4454.08,3,31,1,1,0,1
3294.99,3,40,1,0,1,1
77.34,12,24,0,1,1,1
11300.06,2,38,0,1,1,1
10300.82,7,12,1,1,0,1
14144.19,10,9,1,0,0,0
9423.79,0,22,0,1,1,1
6409.2,16,3,1,1,0,1
12965.1,22,33,0,1,1,1
5194.32,22,14,0,0,1,0
2904.68,17,0,0,1,1,1
9367.09,9,2,0,1,1,1
757.14,0,0,0,0,0,0
11947.46,4,9,0,1,1,1
11276.76,1,13,0,0,1,1
464.14,4,21,1,1,1,1
6339.3,23,27,1,0,0,0
2385.39,23,24,1,1,1,1
890.9,1,34,0,0,1,0
11218.83,3,16,1,1,0,1
6074.28,23,30,0,1,1,1
6082.99,3,36,1,0,0,0
11282.03,13,33,1,1,0,1
11844.89,21,1,0,1,0,0
8679.84,11,40,1,1,1,1
4443.67,18,15,0,1,1,1
13180.26,4,14,1,0,0,1
2479.33,13,20,1,1,0,0
4083.83,15,18,1,0,0,0
3384.63,17,33,0,1,1,1
7628.78,16,6,0,0,1,1
2743.15,20,22,1,1,0,1
4653.28,5,27,1,0,1,1
7935.65,16,10,0,1,0,0
11262.09,22,27,0,1,0,0
4514.64,22,30,0,0,0,0
7322.52,9,19,0,1,1,1
6040.72,17,18,0,0,1,0
8984.59,2,28,0,1,1,1
10089.34,20,22,0,0,1,1
5707.03,22,4,0,0,1,0
11908.82,21,16,1,0,0,0
13851.98,12,34,1,1,1,1
7952.57,4,5,0,1,0,1
10146.5,14,19,0,0,0,0
11070.44,10,34,1,0,0,1
6586.81,5,39,1,0,0,0
11033.55,0,9,0,1,0,1
4188.76,3,16,0,0,1,0
6558.45,2,39,0,1,1,1
13590.86,16,6,0,0,1,1
13796.42,9,8,1,0,1,1
5738.14,13,2,0,1,1,1
9381.42,1,21,0,1,1,1
2284.58,17,6,1,0,1,1
